а__,17108
о__,16679
и__,15292
__в,13639
е__,13304
__н,13176
__п,12014
і__,11427
__з,10695
я__,10012
__т,9912
в__,9587
__с,9473
__д,7761
у__,7582
__м,6397
__б,6026
ся_,5905
__к,5820
_на,5471
й__,5151
_по,5053
_не,4780
__і,4756
м__,4719
на_,4472
не_,4431
__я,4407
ь__,4334
_за,4196
_і_,3901
к__,3799
ти_,3754
__щ,3669
ого,3652
__о,3586
_ві,3586
го_,3473
ли_,3272
__а,3085
ла_,3070
__р,3058
__г,2996
_та,2961
з__,2908
_пр,2901
_що,2887
ав_,2873
_до,2869
__й,2734
__у,2608
__л,2577
ю__,2549
що_,2413
__х,2360
__ч,2326
_во,2260
н__,2255
_бу,2226
_ко,2212
_ви,2165
х__,2152
ка_,2101
_то,2085
від,2047
ки_,2039
_як,2036
ий_,2026
про,1995
д__,1961
ло_,1950
но_,1914
ів_,1912
ми_,1897
_з_,1881
ть_,1814
ні_,1808
ати,1807
_а_,1794
вся,1767
_ст,1745
то_,1719
_мо,1702
_я_,1680
ере,1676
ися,1667
__ц,1649
али,1647
же_,1644
му_,1604
він,1600
оло,1557
__ж,1554
ін_,1525
ому,1521
__ш,1514
_в_,1510
за_,1481
вон,1445
до_,1428
сь_,1428
так,1397
пер,1392
ала,1391
_ро,1376
_ти,1366
_ма,1363
ува,1362
ї__,1341
ом_,1340
ж__,1337
_ні,1325
_у_,1319
_са,1315
_й_,1314
ою_,1298
ув_,1294
ку_,1292
_пі,1270
__ї,1269
_йо,1266
ко_,1250
кол,1228
бул,1227
ив_,1218
нув,1216
роз,1213
_ді,1210
_те,1187
ід_,1178
_ме,1156
т__,1116
лис,1115
ові,1115
ста,1102
лас,1096
_ск,1096
_го,1087
зав,1079
_зн,1074
_пе,1073
як_,1072
оро,1072
це_,1060
та_,1055
іль,1028
пов,1026
их_,1021
оли,1012
ити,1012
_сп,990
им_,977
лос,974
или,972
каз,959
_ка,958
аза,954
вал,952
_це,931
_вс,929
_мі,927
ам_,927
мен,927
ост,925
при,922
йог,919
ила,911
тис,907
_тр,907
уло,902
_ми,898
але,887
є__,885
під,884
_св,880
ула,856
_гр,850
ак_,849
ьки,846
ько,842
_ба,842
б__,838
ше_,835
ці_,834
нул,832
_де,829
ася,820
нав,820
_лі,820
ньк,815
зна,809
оди,806
с__,806
ик_,802
она,801
те_,791
_чо,785
ало,783
віт,782
стр,780
ди_,780
ни_,779
мож,778
ще_,778
_кр,772
див,771
_хо,769
_бо,764
ска,754
раз,742
тіл,738
_бі,738
сто,734
ну_,731
ш__,729
тат,729
лов,719
ля_,719
_ку,713
р__,711
ня_,709
_па,707
вер,707
ося,705
ься,698
_ду,697
тьс,695
гол,692
ч__,691
_ще,690
рав,686
ами,674
оже,673
се_,667
под,659
ивс,659
_од,658
сти,657
ьог,656
льк,646
_со,645
ле_,645
ій_,644
ова,643
ліз,641
_ж_,641
вав,637
дал,636
ось,636
лі_,633
одн,628
_ра,626
сам,622
_об,618
_ве,605
ві_,605
ним,603
_зв,603
лив,601
три,599
__ю,599
би_,596
_ті,595
цик,594
ина,593
авс,593
тар,592
ово,591
дід,590
_шв,588
чи_,588
ді_,587
ний,585
они,580
_ал,574
гри,573
ро_,572
_ру,572
вай,570
мов,568
дав,567
ма_,567
_ли,564
ті_,563
ань,562
ови,561
ули,560
оді,559
кий,558
оті,555
сан,555
ебе,552
дів,551
ені,551
_ди,548
_ту,547
де_,542
_хл,541
був,540
_да,539
ить,535
роб,534
_се,531
ене,530
ину,530
біл,527
тав,527
ньо,526
_пл,522
ва_,522
ськ,521
лоп,520
пра,516
_ос,516
ком,516
пот,514
хло,514
поч,512
ба_,511
ата,509
_но,508
_ва,507
дов,507
риц,507
ок_,506
бач,506
обі,504
бе_,504
ици,501
рос,500
_си,499
все,499
_чи,497
айк,497
ути,494
_кі,493
чин,492
ої_,489
_ни,488
_зд,487
сво,486
_сл,484
вор,481
ву_,481
ват,480
мал,479
міс,478
том,477
хто,477
вил,475
_юм,472
шва,471
ног,469
вже,468
ари,467
іза,465
оби,464
дин,463
ас_,462
рот,460
бли,459
лиш,458
зап,455
_ус,451
лен,449
ода,449
ини,447
ими,447
чі_,446
вчи,445
ато,444
її_,443
ову,442
трі,441
_її,440
аки,439
ава,439
во_,439
тра,437
ита,437
пок,436
_оч,433
ков,432
ага,431
них,429
буд,426
пит,426
йом,425
рну,424
ду_,423
ове,423
_вж,423
кра,422
ає_,422
ред,422
мо_,421
тро,420
дно,420
ачи,419
че_,418
_бе,418
ник,417
вив,416
іст,412
пом,411
іли,411
г__,411
пос,410
ара,406
ння,406
най,406
ах_,403
ког,402
тал,400
вид,400
_ки,399
_зр,399
вич,398
чог,397
ров,396
иво,395
бра,395
_от,394
_зі,394
аз_,393
нас,391
уть,390
кри,389
нів,388
гор,388
бі_,388
доб,387
иви,387
льн,386
зал,386
рук,385
бо_,385
обр,385
чер,385
ов_,385
ків,384
нов,383
аві,383
_че,381
_га,380
рив,380
ька,379
уже,378
алі,377
теп,376
ви_,374
іть,374
по_,374
_лю,374
ім_,374
пог,373
юм_,373
аст,371
хну,370
дум,370
хоч,370
_їх,367
увс,366
сві,365
йка,363
_нь,361
ри_,361
кон,359
над,358
_хт,357
ай_,357
там,356
рим,356
дом,355
ило,354
_ле,354
има,353
пал,353
пла,352
нка,351
ік_,351
івч,350
ут_,350
смі,348
анн,347
ика,347
ись,346
тів,346
спо,345
уди,344
опц,343
кор,343
кав,343
оча,343
_жи,342
сил,342
об_,342
_ча,341
тут,341
кам,341
рі_,339
час,339
тод,338
апи,338
сті,335
вир,335
рок,334
ідк,334
ень,332
_ін,331
вел,330
еви,330
ей_,328
тре,328
ре_,327
оба,326
вог,325
ама,325
ход,325
ані,325
ер_,324
нь_,324
зак,324
_сх,323
із_,322
дні,321
кою,321
спр,320
опи,320
бут,320
ерн,318
лод,316
оте,314
ючи,314
лав,314
оні,314
ніч,313
оче,312
тов,312
гля,311
ра_,310
сте,309
кну,308
тор,308
амі,308
тиш,308
да_,308
щоб,307
ерт,307
огл,306
мор,305
вис,305
пил,304
уст,303
ожн,303
кат,303
ака,302
кі_,302
вод,302
реб,299
очу,299
чив,299
зро,299
ума,299
іло,298
пор,297
соб,297
_б_,297
дем,296
яки,295
зі_,294
вол,293
оду,292
іла,290
бер,290
_із,290
олі,290
ерш,289
пин,288
рат,286
ука,283
зно,282
вої,282
куд,282
год,281
зар,281
ван,281
око,281
инк,280
оки,280
нут,280
иль,279
чув,279
ишк,279
всі,278
бит,278
вит,278
тер,278
рин,276
мер,276
ця_,276
теж,276
_бр,276
ише,276
яв_,275
їх_,275
уде,275
тим,275
ють,274
_дв,274
ави,274
ідп,274
поб,274
ем_,274
очі,273
тан,273
ано,273
ога,272
ць_,272
чик,272
вий,271
ист,271
мог,271
обл,270
кла,269
абу,269
пол,268
важ,268
одо,268
теб,266
мав,266
пці,266
ною,266
зам,265
еш_,265
нал,265
єть,265
рик,265
ира,264
зас,264
сту,264
кал,263
тог,263
_зм,263
щос,263
рон,263
нам,262
арт,262
зві,262
очи,261
іко,260
тин,260
_вт,259
вір,259
п__,259
сі_,258
зда,257
ото,257
_зу,257
ад_,256
дуж,255
_см,254
_чу,254
еба,254
іти,254
ець,252
зат,252
пан,252
шке,251
ори,251
іля,251
ляд,251
аєт,251
нік,251
аче,250
_зб,250
схо,250
єш_,250
оза,249
ед_,249
кев,249
хи_,248
хот,248
вів,247
азу,247
ива,246
ено,246
_бл,245
тоб,245
рох,244
чит,244
ели,244
_ці,244
авж,244
зуб,242
умі,241
чом,241
ким,240
вік,239
тил,239
жит,238
ако,238
ой_,238
ром,238
себ,238
отр,238
епе,238
нен,237
нев,236
ном,236
бил,236
кіл,236
емо,235
озу,234
нап,234
каж,234
зу_,233
уха,233
дор,233
_ну,233
цьо,232
гад,231
ідо,231
гар,231
овк,231
обо,230
інш,230
_ць,230
_пи,230
ада,229
йшл,229
еж_,229
орі,228
ніш,227
от_,227
вов,227
яти,227
ихо,227
вля,226
